,participant_id,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q5_identity_connection,Q11_tagline_text_combined,cleaned_text_tagline,main_topic_tagline,main_topic_label_tagline,main_topic_keywords_tagline,main_sentiment_tagline,main_topics_tagline,main_topic_keywords_tagline_list,count_tagline
496,c0cc9084-5926-4992-94a7-f88a88e0523a,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Diversity united!,diversity united,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Miscellaneous / Other, united,1
496,c0cc9084-5926-4992-94a7-f88a88e0523a,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Diversity united!,diversity united,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Miscellaneous / Other, massive,1
497,dd2f5ff1-ddbe-4a01-af42-f7588d9a2a1b,Newfoundland and Labrador,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Very connected,Canada Free and Proud,canada free proud,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity,canada,1
497,dd2f5ff1-ddbe-4a01-af42-f7588d9a2a1b,Newfoundland and Labrador,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Very connected,Canada Free and Proud,canada free proud,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity, canadian,1
497,dd2f5ff1-ddbe-4a01-af42-f7588d9a2a1b,Newfoundland and Labrador,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Very connected,Canada Free and Proud,canada free proud,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, wa,1
497,dd2f5ff1-ddbe-4a01-af42-f7588d9a2a1b,Newfoundland and Labrador,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Very connected,Canada Free and Proud,canada free proud,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, value,1
498,a7848f72-04d2-47d8-8f1f-cd5b5f079e3a,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),A little connected,Canada: Buy property now before it's too late,canada buy property late,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEGATIVE,Canada & National Identity,canada,1
498,a7848f72-04d2-47d8-8f1f-cd5b5f079e3a,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),A little connected,Canada: Buy property now before it's too late,canada buy property late,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEGATIVE,Canada & National Identity, canadian,1
498,a7848f72-04d2-47d8-8f1f-cd5b5f079e3a,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),A little connected,Canada: Buy property now before it's too late,canada buy property late,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEGATIVE,Miscellaneous / Other, wa,1
498,a7848f72-04d2-47d8-8f1f-cd5b5f079e3a,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),A little connected,Canada: Buy property now before it's too late,canada buy property late,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEGATIVE,Miscellaneous / Other, value,1
499,71426f79-7837-469c-ae2c-438e7507610f,British Columbia,Suburban (residential area near a city),5–10 years,Boomer (born ~1946–1964),Very connected,Multiculturalism still lives here,multiculturalism still life,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Diversity & Multiculturalism,diversity,1
499,71426f79-7837-469c-ae2c-438e7507610f,British Columbia,Suburban (residential area near a city),5–10 years,Boomer (born ~1946–1964),Very connected,Multiculturalism still lives here,multiculturalism still life,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Diversity & Multiculturalism, multicultural,1
499,71426f79-7837-469c-ae2c-438e7507610f,British Columbia,Suburban (residential area near a city),5–10 years,Boomer (born ~1946–1964),Very connected,Multiculturalism still lives here,multiculturalism still life,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Miscellaneous / Other, united,1
499,71426f79-7837-469c-ae2c-438e7507610f,British Columbia,Suburban (residential area near a city),5–10 years,Boomer (born ~1946–1964),Very connected,Multiculturalism still lives here,multiculturalism still life,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Miscellaneous / Other, massive,1
500,a6633ef7-e840-4edd-b91b-7cb431848605,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Very connected,Work in progress forever,work progress forever,32,Progress & Work & Constant & Progressive,"progress, work, constant, progressive",NEUTRAL,Change & Progress,progress,1
500,a6633ef7-e840-4edd-b91b-7cb431848605,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Very connected,Work in progress forever,work progress forever,32,Progress & Work & Constant & Progressive,"progress, work, constant, progressive",NEUTRAL,Miscellaneous / Other, work,1
500,a6633ef7-e840-4edd-b91b-7cb431848605,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Very connected,Work in progress forever,work progress forever,32,Progress & Work & Constant & Progressive,"progress, work, constant, progressive",NEUTRAL,Miscellaneous / Other, constant,1
500,a6633ef7-e840-4edd-b91b-7cb431848605,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Very connected,Work in progress forever,work progress forever,32,Progress & Work & Constant & Progressive,"progress, work, constant, progressive",NEUTRAL,Change & Progress, progressive,1
501,2d07c44b-6aa4-4198-819e-271dcc050354,Nova Scotia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Back from the brink,back brink,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity,nation,1
501,2d07c44b-6aa4-4198-819e-271dcc050354,Nova Scotia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Back from the brink,back brink,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity, country,1
501,2d07c44b-6aa4-4198-819e-271dcc050354,Nova Scotia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Back from the brink,back brink,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, culture,1
501,2d07c44b-6aa4-4198-819e-271dcc050354,Nova Scotia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Somewhat connected,Back from the brink,back brink,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, resource,1
502,5556308b-b851-4ece-be40-06ad50cd9e62,Ontario,Suburban (residential area near a city),Less than 5 years,Gen Z (born ~1997–2012),Very connected,Nn,,7,De & Surprise & Still & Even,"de, surprise, still, even",NEUTRAL,Miscellaneous / Other,de,1
502,5556308b-b851-4ece-be40-06ad50cd9e62,Ontario,Suburban (residential area near a city),Less than 5 years,Gen Z (born ~1997–2012),Very connected,Nn,,7,De & Surprise & Still & Even,"de, surprise, still, even",NEUTRAL,Miscellaneous / Other, surprise,1
502,5556308b-b851-4ece-be40-06ad50cd9e62,Ontario,Suburban (residential area near a city),Less than 5 years,Gen Z (born ~1997–2012),Very connected,Nn,,7,De & Surprise & Still & Even,"de, surprise, still, even",NEUTRAL,Miscellaneous / Other, still,1
502,5556308b-b851-4ece-be40-06ad50cd9e62,Ontario,Suburban (residential area near a city),Less than 5 years,Gen Z (born ~1997–2012),Very connected,Nn,,7,De & Surprise & Still & Even,"de, surprise, still, even",NEUTRAL,Miscellaneous / Other, even,1
503,997be120-871d-4c5b-8391-155808de0523,Alberta,Urban (big city or downtown area),20+ years,Silent Generation (born before 1946),Somewhat connected,A country with a bright future.,country bright future,11,Beautiful & Beauty & Silly & Country,"beautiful, beauty, silly, country",POSITIVE,Miscellaneous / Other,beautiful,1
503,997be120-871d-4c5b-8391-155808de0523,Alberta,Urban (big city or downtown area),20+ years,Silent Generation (born before 1946),Somewhat connected,A country with a bright future.,country bright future,11,Beautiful & Beauty & Silly & Country,"beautiful, beauty, silly, country",POSITIVE,Emotional & Aesthetic Values, beauty,1
503,997be120-871d-4c5b-8391-155808de0523,Alberta,Urban (big city or downtown area),20+ years,Silent Generation (born before 1946),Somewhat connected,A country with a bright future.,country bright future,11,Beautiful & Beauty & Silly & Country,"beautiful, beauty, silly, country",POSITIVE,Miscellaneous / Other, silly,1
503,997be120-871d-4c5b-8391-155808de0523,Alberta,Urban (big city or downtown area),20+ years,Silent Generation (born before 1946),Somewhat connected,A country with a bright future.,country bright future,11,Beautiful & Beauty & Silly & Country,"beautiful, beauty, silly, country",POSITIVE,Canada & National Identity, country,1
504,83e25e3b-82b7-4584-a960-ca3c1632699b,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Unity and respect for each other.,unity respect,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other,together,1
504,83e25e3b-82b7-4584-a960-ca3c1632699b,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Unity and respect for each other.,unity respect,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, reconciliation,1
504,83e25e3b-82b7-4584-a960-ca3c1632699b,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Unity and respect for each other.,unity respect,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, difference,1
504,83e25e3b-82b7-4584-a960-ca3c1632699b,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Unity and respect for each other.,unity respect,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEUTRAL,Miscellaneous / Other, let,1
505,3c3a6e32-05cb-400a-9190-63019ba7774a,Ontario,Urban (big city or downtown area),20+ years,Boomer (born ~1946–1964),Very connected,unknown tagline,unknown saline,36,Saline & Would & Honest & Hard,"saline, would, honest, hard",NEUTRAL,Miscellaneous / Other,saline,1
505,3c3a6e32-05cb-400a-9190-63019ba7774a,Ontario,Urban (big city or downtown area),20+ years,Boomer (born ~1946–1964),Very connected,unknown tagline,unknown saline,36,Saline & Would & Honest & Hard,"saline, would, honest, hard",NEUTRAL,Miscellaneous / Other, would,1
505,3c3a6e32-05cb-400a-9190-63019ba7774a,Ontario,Urban (big city or downtown area),20+ years,Boomer (born ~1946–1964),Very connected,unknown tagline,unknown saline,36,Saline & Would & Honest & Hard,"saline, would, honest, hard",NEUTRAL,Miscellaneous / Other, honest,1
